ts_ns,cumPnL_Hawkes-full,tickPnL_Hawkes-full,cumPnL_Hawkes-self,tickPnL_Hawkes-self,cumPnL_EWMA-count,tickPnL_EWMA-count,cumPnL_RealVol,tickPnL_RealVol,cumPnL_EWMA-vol,tickPnL_EWMA-vol,cumPnL_Imbalance,tickPnL_Imbalance,cumPnL_TOD,tickPnL_TOD,cumPnL_Fixed,tickPnL_Fixed,cumPnL_Oracle,tickPnL_Oracle
1764616890000000000,712.4756573266716,5.919222964852264,870.2670910069869,2.77603131037395,668.5058063365221,5.626605244047413,693.4939143221337,6.445594458106093,497.10219789681275,5.9406415553496235,705.9329341739672,4.075429718839343,849.4717457294934,3.431090979688905,829.3349999999999,2.1700000000000017,869.2723561039024,2.8166401552612137
1764616920000000000,715.6674106281877,3.1917533015160506,873.5449647807819,3.2778737737950348,670.7738772147784,2.2680708782563075,696.0703895011825,2.576475179048823,499.60590195227144,2.503704055458678,707.0716506853682,1.1387165114010511,855.2565153307661,5.784769601272743,835.0049999999999,5.669999999999999,871.7599981000324,2.48764199612996
1764616950000000000,718.3358163147021,2.6684056865144545,876.1332095970583,2.5882448162764713,673.1602400476885,2.3863628329100863,698.6054011402975,2.535011639115049,502.0769829359433,2.4710809836718512,709.5125315442372,2.440880858868971,860.3392216842993,5.0827063535332835,837.0699999999999,2.0650000000000373,875.9829595583153,4.222961458282904
1764616980000000000,725.9570271933877,7.6212108786855355,880.5646557518095,4.431446154751157,680.2482520607853,7.088012013096798,706.6551314810768,8.049730340779199,504.1592904356003,2.0823074996570243,714.0496528348993,4.537121290662161,868.1001270926171,7.760905408317793,841.1899999999999,4.120000000000011,880.6609797736911,4.6780202153757795
1764617010000000000,730.7323828648853,4.775355671497579,886.1959178043791,5.63126205256956,683.12934611918,2.8810940583947615,710.9717569136844,4.316625432607667,507.71408899928485,3.554798563684546,715.8103261008227,1.7606732659233613,875.7016776144063,7.6015505217892905,846.295,5.105000000000016,886.054784196758,5.393804423066899
1764617040000000000,735.7097069950452,4.977324130159908,893.1515275566863,6.955609752307293,692.9415892793243,9.812243160144208,719.7470391041836,8.775282190499178,515.7914465348919,8.077357535606987,718.2323236202895,2.4219975194667587,883.1161589185263,7.414481304119894,853.995,7.700000000000033,891.6379247843956,5.583140587637628
1764617070000000000,738.7800336381038,3.070326643058555,896.6844064368177,3.5328788801312725,695.4078442886686,2.466255009344318,721.2988872505721,1.5518481463884641,517.5926175199276,1.8011709850356474,720.6738881124122,2.4415644921226627,887.7249130957608,4.608754177234623,859.5099999999999,5.514999999999909,894.2194732771001,2.5815484927044015
1764617100000000000,742.4878275715396,3.707793933435855,900.3992833387775,3.714876901959916,698.7874573224824,3.3796130338137935,723.943690941447,2.644803690874974,520.099431320933,2.506813801005491,723.7957582689761,3.1218701565639364,893.4807318133477,5.755818717586836,866.43,6.920000000000023,898.8374437322826,4.617970455182553
1764617130000000000,744.9278688664916,2.4400412949520005,903.757934213033,3.358650874255432,701.3198118798587,2.532354557376284,727.1760424860848,3.2323515446377673,522.4848681462989,2.3854368253658618,727.8825063939305,4.0867481249544,899.2509742497151,5.770242436367378,870.005,3.5749999999999935,902.6766059965202,3.8391622642375283
1764617160000000000,747.3483746932685,2.420505826776863,907.5366500277978,3.7787158147648134,704.3728212645437,3.0530093846850903,730.4935244732951,3.3174819872102295,524.5514855037377,2.0666173574387985,732.8585104754843,4.976004081553767,905.8479475205407,6.5969732708256466,876.87,6.864999999999996,906.2268147771791,3.550208780659032
1764617190000000000,751.0650644994256,3.716689806157125,911.8168855122897,4.280235484491824,707.8966616257254,3.5238403611816556,733.9933189591665,3.499794485871299,527.578077014251,3.026591510513285,736.4603990824753,3.601888606990962,912.4934348789382,6.645487358397434,883.125,6.255000000000022,910.9379485753146,4.711133798135484
1764617220000000000,754.9033046421104,3.838240142684754,918.5988572258431,6.781971713553389,712.048092955263,4.151431329537565,739.0072304049455,5.013911445779003,530.5083715582903,2.9302945440392314,744.969240778246,8.508841695770705,922.4795208063821,9.986085927443911,894.1650000000002,11.040000000000166,917.9455514083627,7.007602833048047
1764617250000000000,757.9881490419326,3.084844399822211,923.2703471992006,4.671489973357588,715.5217963489845,3.473703393721535,741.5706559873332,2.563425582387762,533.1258579249442,2.6174863666538566,747.806996351464,2.8377555732180406,929.9084303689433,7.42890956256118,896.7500000000002,2.58499999999999,923.4712103249885,5.5256589166258046
